Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/?fbclid=IwAR0teNeqoCupli3dm_l0iQSCdOnGVzX3-OlO7csRkX6DOB_krnf8c_Reuig,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR0U1ylo5pSA4suk8KvWr_R7didFmXs9RKUUqjCmgO3k5a80GEfiZJM5kLM,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR0uu-RLJggaPNrJ_aXVH0VH8rTBwAzNxinc-7dPsIkb_fzj9RJdyEu67CE,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR0WEJjAUa2dPTyw7v36qCzWw74U0n3CPX13boXqCh0zkrJaE3vMBkvxV2U,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR0yThkNk-106fw35AZmiSlk_qz-aq5rvNznnvVzxTZETtmPl_otTs86nkw,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR0Zz7qB-Zmqi-7fmHRvPQl-YLQj43uspxlQ_hqg84Y_szZVta-v1H3AnD4,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR13oYBwZmvAaFnLMpZ5QB1oXJjTT5Tb675vXYGsXCPpCc7zIB5Qi5PveiI,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR149rbLdMaOWaqlniKOxOjpmQtLbCVmWCElLqHYnEPQqn0KSZdhYvoZ2n8,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR15Xu6tuGhB_fTE-H2FI1f8jApzlaOKOxmY1h1L9iXXSHNOBAVkDxbUdFk,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR16ZENRbYD08Fqbb3pq8ibYIKpJUfkZ4djJ9r9EmLZyGaFPclSh4jrwdT0,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1aYbUlgT-Y5GBISEB-AORc94BfHmv5vIIzApeewNQTpqmDogGAlIZVHK4,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1b6_sQzCJz-GEZtAhm01xlwatBIdPS0-355aURuyRNBnWNv6rNQ4srgig,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1bG6ySg-PDrOd3D706MVkCjnAav0Ce3HtOzeIXD_qpVx9ly-3m-KbDtNY,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1BYQIO1f4a8raLgl-geaS7LivywzIMIpnNiuswxSd3kWYtim-Haz7Espo,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1c3uEfAUPm8ASU9Vts2RyxiWey0NUXmrX5Wpeue_gLk22pDjsOeCtnEyE,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1cJrz1XOc2zjT74OPNuJiVXpmK_jMcwudiuLSmaJSD9o0y3FoOY6ND7w0,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1CSKrVcO-pe4gSBH5vyvmSb_xwzyX8gDBGA41Qw7mt3FsnvoNI4Iu4JwM,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1cteM6QNFRv2vxM7-2slMES-wmKndT6Y2En1p9laYu0YGS3ut8X0G1H-c,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1D3le2j_7Q1RLApOGM_VQnSRiXLOX81m9qKimS9PFmnzO44VKsDfx6R2k,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1do8XDgQPM3vjTxsh39fNFRbVZyx0PjdmSHAGw2LjGFo02QBFThyQHqQQ,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1e3TZTZJvmK5miWZF1pzoLmi5piEwxPNojrjsqE_SxsWRsZWecCaV9QDI,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1EcUcairsJPpl9MlOb_uAnymgKZzj4M4209EIJ6YKNzfPOByqlE9Psbmk,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1EuyaE9Sq_EUWjX8ktmfP-CRR7VpgXZ_689z7O3sjXWILdo1sP3o3jiuY,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1GyaJQXPok8P0NQr1OTXdpatjca_5sQeaMmqQZcLeo_ZP3EIFxIcOe1PI,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1Ha6Sqml2LNcaV8jXL1YBQ9ygF6BOQjpZZWXXP28ypVSiDhSgGN6WMomE,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1i0UWaEkrhbw5nGst6NnLdy012DhGO4089c4KRdGP4KLSREXHEL3mw-1o,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1i6cAl1L6JJ1VWY642zQEsnMuk98ssCi1Z_efCxwQ3u2NcQAQ8WdAU-hE,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1IWnnALWvDnudIdNsQMRq2wA1lH_m0VqcYcLsF7RBZQC7k-_iCW-TV_8o,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1L5ycGGvkfAspsdfoj-9CGKp-9HDuYsWt71lFjIGE-kVIL31QtVUHdywQ,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1L84t4zU0wfCVazJBopaCPwA1pqcsRM6LU6LWiMpFzbcgylLel1OSbHh4,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1lcjNpXBIXXKWhOteRvsXNjj-qvKTIvgNx8-qodUQZRZX2TpX9WS5dpBs,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1LO0tbBwaWRn-2-nLkZgVu7eJ3fgzzl02cEpwHyQ28jcdwwuKdB6pu87o,1,1,00:02:12,1,0.00%,0.00%,$0.00
/?fbclid=IwAR1n2JwTqCFFxIWYGegT7t6GABTqALTupxg_C0PRt7DhN2t_QP68EYKVShY,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1nNskzmHOt_57g4pHmqm2iitrFLwtco4az38BTXt0W6RlH5X3FJmqmEUg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1nPHjByxwfaboeBjn-pmUr-b-Jk4nxks0F_4bMYClJv45xheJtgfs0zzg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1o04F6NM6lDXJXQtPv_seWQ3h47ZgrSWgLjcVzgZifGSi7vvIbS6KZrXU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1OXuAOmPn9HWMRdTFgsonKAJLm5ehQpTiTFM0Xk1BDKIOnTRWcaUquNpU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1p3H5fYQ-Z69GOO7uhFiSJqAac0ALgUbfRyR7q-VWhR25Ytc_Yq2TxSAU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1R8rWr42pLO6FPoUjqUX6ltYIGog_WFb0KCrJscpwLxcX-p6KuuxPe6NM,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1RY4SNFv5iCYgxYYW_tI8IM3fIAge4oBYVPxakIrkzmJ4WLROQeMZ-upw,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1SKOjnxPivp3yyBX3f1jYLH3xxb322AGgcsDyWnLkZrZqxcEaG7-xFUlM,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1vLNt5t7DzMdRacmohVYVqWk9Z3XvJRG-NiGSuGuvPpVp3CK6xRMW8yx8,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1Ww2dJZDg2bBPLqe2yV4RxChMbs6IGOHQnplrzEAqBGegDaAbRqDz1FlE,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1Z_2I1LKPxY41cZH04SsFQ7oiSZUKIATtT2__z6UHuLfKSJqiA-HrDx1w,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1ZClFeZtSNHFwZIvd2AnSw2QNRMnJ1eVVqvO9Pv9e_BElV7_c3bC4cvC0,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR1ZPlzKQeo6AX-OyM5NYfviNVIqDOrFXy3Xn4vORvtp_6z4VJR4ToS7430,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR252jq8IRLyXpKjVNt45Gkg7asoLf_bBfRnLI-k_fGnGtkqruGq3g8IfEE,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR26HDqvVsyhPPSdcl51Fvf5iY1p7uNITPLB__TiBOKqroEWqpH0UQObnLU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR274sAUq6ZTBcQoZNPijY4jD3V7xFJCU-Cy9IuwIHCSBhK9C7239a7NQYI,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR28ciliEBCyJnm0ztUoO8XKCPV5F3gY_0kCs_S45981PXVpyRi13OUSg_M,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2AUGWo6r9p-Mcd-GbKmOVcNvDxiJ7cymgc52kcAcT9rOZZyUt72mNpZgA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2aXWh285xL3wwfXoUPYVNHwQ1pTfWU6yYCv-_UvhypGLfmWmVDFFiRzwM,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2aY0e0JTGkcIMY7W673-KdoLRYxF84YdbABKs9qyxhlx7PY3XL16E6iIk,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2B3bIVFLUMVFObL5pFkKwGzfkiBic_MrpO4invEsrkN91D9R6b4REKdW0,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2bQZ3g0LbfcaWVlDjctAnwfJfcW7keprJcRmXyZm3sIQ8rZhR-7feo8Ik,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2CHgkCjXijlA7d1FBDAG8BEQ_nZA2_V3eF-LqxaY6Wf62thMkvr62v8fE,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2dkATM-vsE_0Jn8G9xETWZw8L0UO_FKgTNo-IH7I7n2G21B9aFwUj8YRU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2dy53EXeAa2WolYiYV4hBJw85KdJIw4IVrdehcOS4x_VdqHa5xPfwOxdc,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2EiF6c37Fm8FITJD0r_vhPYz_AGfkK7DxQxHsip-7GuFlZLD9xI_XZ0no,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2FEtiMXuPIEwdVZ_Y2A8Aq3jZyF7Uxjvz5wzAlxBsUwjUpRzjlWZbWdoo,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2gkNc79BxZMverMNDlE6goUD0ch5Oc6R3fNGtstJoAg-6HA5jiVHvR2fc,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2heX9XiEr6uXwpJIQE0ZWy3SIAO06Yl41Ck0v8Zk6anRHjtSUTwAwJr3A,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2iGPhdYfMuPhqC-P54VyohSmXM6LEBtwggWf-7UOkqTdzfA0zWB4BzG2w,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2JuZjulA-uE4daK9KMFy590E79MrW14bCZqFQaOP9Y1Zm34Aaqoo2m7T0,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2JyRGaIcfsknIpdclbpm_BDQiCz1sQVoMs1LAGHXdd0XkDetXN1Xo5_Uw,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2KK2mVTH9w53N_2CC8HwYWnJLab-_HKWGbhZr6mWtbtlz16XQewq_k_1s,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2nLJ9I7nY5CnESKC5q_Qh6UcOM6ddq5YWhuHoEN3QNmGRQNbOENeXvqio,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2qIgYItfQg7OKzSuryHVuicdO2tE1HxobHeggAgQw6dK_Wzs6XICjL3Y4,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2Rfcj22K5jxVHoX6t2kPGSyEbUqM2JECrSMHxwrYRxow3_b7OozRzf8I4,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2sAnGFAmsAcIA23UY2nPgqL0krwdPtJzTA8zj8_u4YFAijCENz4cenuao,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2uVN0J3TMgxccGJbl8kCXU2g8HqOqTJtJXPZfxuV8J9x6ccJwE1pFNbnc,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2uYGWrCnf4jOxx-6NyBKkOI1g1-HX1i4_CPameE3ebXOzs_5PihYAyBdg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2vQKFYtpik2ZbOhUzAmBocujKVhGy-5qqKTQemnvJKySwcj1SxGosHzoo,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2yQ5zE4rVUC2xF3sOkUyafQE5wBlH_8B2ddf8NuzP0KObzIc54n_mHblI,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2ysJbi1N05vd3t626h7-3B8qCaBTf8hYOSZupyw0txRLehPn7708sBLoo,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2YU1yIlGPT940vHPWBZIqGUoBYF8ljgOmbcRPMHTbmZrBdUwizlOqqImI,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2ZB4e5gTnR7w_qkzLTW9pFOb2n5CdazkAMmBfTc-e_XBAz3b0pr65Nz7g,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR2zV6jfBokX6dsRYRVU8ptK48duyiLi7tW1AhGKSQ-KZY5Ddn7xueIihdg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR32PzE5xsSgH86jD2VtdKtney184y31x99Ktsio7m6pfV4sloQVEifspKM,1,1,00:00:00,0,0.00%,100.00%,$0.00
/?fbclid=IwAR32wlKVpclBUP8oMoy20f_cGpUOOV9BM3OTp0CXfBaJOrIaqKwGdUUfXwY,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR33A2dJHut7ugyckdm4uDUoBswee_8fhhTB6gkIYqKJCw80WJMcLmrXNoo,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR37a0Djog--fGvAXko8zQDCioTkgCvnLXujZ643hxCwxtxyk8j46Uh3T3A,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR37aHwBoC90fnnGe0ad0eTl31q9ERx2Y9WxBw6tSKtJBdVbsyPBwd_9GwE,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR37YhkjeFa7CryKLOEjLZc1ueyR3NmFk8jItFl0tqhUx8EJvHFzsPpcgc4,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3aQl9joie72Wyf_ZezZS9DkVv7sCcGKIQNUTNKhUUimm6JRtE_XnNXILM,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3bmIDD_750WsMftEX6TqmGXkRdzjxCgZMvwPM3wEsV2iGkBtYyhBWEQOQ,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3DoBhf-_G7tDFXcFk9NM9L3xEFKic-hSd8gnhmGOqQVBswf-xCrC2ElJ8,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3Dp7H5OWfbIceB4KukvR44RHQ3GKQHAgjkU0Vu5Sl-rCMwFD2b4dIl5JM,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3F536-AoheM3cCR_9VUnLrR6ByYhe3uUgQte7e7RRr_s3hNor-bBwzKG0,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3GLFUSkZCpVODXArrv8-_5VBHGhSTgXq3Da3is6y9oZS0bN7-D1mWXwPA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3hF--ucclT1MaypGI-MW132qRbl_2Dsc4rBh8aXcQo-CVX2dso_7UVBtU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3Im-lnh1_OdtB862C2bVjpDLoF-DtVupEXIgJp7tdAP_q2Udrs9jO22N0,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3J0o41ynhPe-WJpw3f-GfxORFmqT_I38beig9649F_hWwueGQbcEhRu68,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3jO12vvY0hUnA4RLw4CL7bimW90Mte7EjH9EmkYrWu8F2wnEjU-5KKtlc,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3KEMvs7YB6MJd-3JdVwxfUtQaO7txcqMXXf9OcTUfDzV8h8rSHkiHZeOo,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3lF9gxD0-H1lvJc2G2ZC512661Zm5VwjKOFpThgfzs7mPFq2cMV5N1k3o,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3LhtHRQtaSZpFgdL_ZtkNnpDCP0Zgxgyz4JYGBcZhVmJzI9XVbXGdAATU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3MMVSJJn7NBBc9FvkG1puP13MSVbR2Wz1YN2ga214ZZWCgdDvemM3E_90,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3MsI7zQyW3JAy-HeJmsVrUe3YDAAf7wXhMyIWFc_llP37xS0SeQyYAVb8,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3N_58I-VgmTTbY-Mw9vaGezaVtWAA6nTgTURixfEjGCsmNJPk6sKvjElo,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3pe98nLKRC6tRmoup6fsywbPXGZ4unSJhw-WheBDZaszJCLPtRXyFNenU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3PfOX76xP7NWan8Dk_IprJ6pL_-HJlWMzCBtnDjemvXF3g-kf4SDdwmb8,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3rQvehB0q2wXoZ32p0eGbxENz84oNOtQI2uCqPVvyDE0wLcxTmOks0-2E,1,1,00:00:00,1,100.00%,100.00%,$0.00
